6.860453134611157111e+01 1.245885562896728516e+01 1.000000000000000000e+00
8.426398874321823484e+01 1.410553503036499023e+01 2.000000000000000000e+00
8.426398874321823484e+01 1.793734049797058105e+01 3.000000000000000000e+00
8.426398874321823484e+01 4.901314210891723633e+01 4.000000000000000000e+00
1.055338718590803921e+02 2.547000288963317871e+01 5.000000000000000000e+00
1.055338718590803921e+02 6.109351229667663574e+01 6.000000000000000000e+00
1.055338718590803921e+02 7.214685440063476562e+00 7.000000000000000000e+00
1.055338718590803921e+02 1.127456593513488770e+01 8.000000000000000000e+00
1.055338718590803921e+02 1.664806413650512695e+01 9.000000000000000000e+00
1.055338718590803921e+02 3.737523341178894043e+01 1.000000000000000000e+01
1.055338718590803921e+02 6.090795516967773438e+01 1.100000000000000000e+01
1.055338718590803921e+02 3.214575195312500000e+01 1.200000000000000000e+01
1.055338718590803921e+02 9.991438150405883789e+00 1.300000000000000000e+01
1.055338718590803921e+02 1.362764763832092285e+01 1.400000000000000000e+01
1.055338718590803921e+02 1.766345667839050293e+01 1.500000000000000000e+01
1.138245727792060507e+02 4.869353532791137695e+01 1.600000000000000000e+01
1.179309157866334488e+02 2.462822341918945312e+01 1.700000000000000000e+01
1.241114116988561022e+02 5.349839162826538086e+01 1.800000000000000000e+01
1.209025325658155054e+02 7.768251657485961914e+00 1.900000000000000000e+01
1.209025325658155054e+02 1.509561538696289062e-01 2.000000000000000000e+01
1.209025325658155054e+02 8.286035060882568359e-01 2.100000000000000000e+01
1.209025325658155054e+02 2.485580468177795410e+01 2.200000000000000000e+01
1.209025325658155054e+02 4.902629351615905762e+01 2.300000000000000000e+01
1.209025325658155054e+02 8.235647678375244141e-01 2.400000000000000000e+01
1.209025325658155054e+02 7.812285184860229492e+00 2.500000000000000000e+01
1.209025325658155054e+02 2.764031887054443359e-01 2.600000000000000000e+01
1.209025325658155054e+02 2.518665075302124023e+00 2.700000000000000000e+01
1.209025325658155054e+02 4.886472225189208984e+01 2.800000000000000000e+01
1.209025325658155054e+02 2.586696910858154297e+01 2.900000000000000000e+01
1.209025325658155054e+02 4.960954189300537109e+01 3.000000000000000000e+01
1.209025325658155054e+02 7.052062988281250000e+00 3.100000000000000000e+01
1.209025325658155054e+02 1.591145110130310059e+01 3.200000000000000000e+01
1.209025325658155054e+02 2.541601419448852539e+00 3.300000000000000000e+01
1.335122568639579868e+02 2.414939785003662109e+01 3.400000000000000000e+01
1.335122568639579868e+02 4.958338880538940430e+01 3.500000000000000000e+01
1.335122568639579868e+02 2.190974855422973633e+01 3.600000000000000000e+01
1.335122568639579868e+02 1.978735923767089844e-01 3.700000000000000000e+01
1.335122568639579868e+02 8.039619922637939453e+00 3.800000000000000000e+01
1.360121376650373008e+02 2.277582645416259766e+00 3.900000000000000000e+01
1.360121376650373008e+02 4.224773406982421875e+00 4.000000000000000000e+01
1.360121376650373008e+02 1.642355608940124512e+01 4.100000000000000000e+01
1.360121376650373008e+02 1.032599925994873047e+00 4.200000000000000000e+01
1.360362629010303408e+02 1.210366964340209961e+00 4.300000000000000000e+01
1.360362629010303408e+02 6.360423088073730469e+00 4.400000000000000000e+01
1.360362629010303408e+02 1.285701990127563477e+00 4.500000000000000000e+01
1.360362629010303408e+02 2.456715345382690430e+01 4.600000000000000000e+01
1.360362629010303408e+02 5.811824083328247070e+01 4.700000000000000000e+01
1.360362629010303408e+02 1.232879900932312012e+01 4.800000000000000000e+01
1.360362629010303408e+02 1.275706768035888672e+00 4.900000000000000000e+01
1.380234683199764163e+02 1.552562355995178223e+01 5.000000000000000000e+01
1.380234683199764163e+02 2.249165534973144531e+00 5.100000000000000000e+01
1.380234683199764163e+02 2.470508623123168945e+01 5.200000000000000000e+01
1.380234683199764163e+02 2.641916298866271973e+01 5.300000000000000000e+01
1.380234683199764163e+02 4.745866131782531738e+01 5.400000000000000000e+01
1.380234683199764163e+02 4.402587413787841797e-01 5.500000000000000000e+01
1.380234683199764163e+02 1.395235419273376465e+01 5.600000000000000000e+01
1.380234683199764163e+02 1.589711260795593262e+01 5.700000000000000000e+01
1.380234683199764163e+02 1.112978458404541016e+00 5.800000000000000000e+01
1.380234683199764163e+02 2.117528581619262695e+01 5.900000000000000000e+01
1.380234683199764163e+02 2.486304998397827148e+01 6.000000000000000000e+01
1.380234683199764163e+02 1.538131570816040039e+01 6.100000000000000000e+01
1.380234683199764163e+02 1.687205910682678223e+01 6.200000000000000000e+01
1.380234683199764163e+02 2.399594545364379883e+00 6.300000000000000000e+01
1.382528967011488135e+02 4.945064735412597656e+01 6.400000000000000000e+01
1.382528967011488135e+02 2.208363056182861328e+00 6.500000000000000000e+01
1.382528967011488135e+02 1.046020984649658203e+01 6.600000000000000000e+01
1.382528967011488135e+02 1.305218696594238281e+00 6.700000000000000000e+01
1.385893930346277330e+02 1.750793457031250000e-01 6.800000000000000000e+01
1.385893930346277330e+02 4.563668489456176758e+00 6.900000000000000000e+01
1.385893930346277330e+02 2.060499739646911621e+01 7.000000000000000000e+01
1.385893930346277330e+02 9.624594211578369141e+00 7.100000000000000000e+01
1.385893930346277330e+02 2.387907719612121582e+01 7.200000000000000000e+01
1.390751662154357291e+02 1.231332302093505859e+00 7.300000000000000000e+01
1.390751662154357291e+02 1.826760768890380859e-01 7.400000000000000000e+01
1.426978507791813229e+02 2.346733570098876953e+00 7.500000000000000000e+01
1.426978507791813229e+02 2.017611265182495117e+00 7.600000000000000000e+01
1.549715454406485833e+02 1.048244714736938477e+00 7.700000000000000000e+01
1.365211842792651566e+02 6.518720149993896484e+00 7.800000000000000000e+01
1.331515166760643467e+02 1.234802961349487305e+00 7.900000000000000000e+01
1.331515166760643467e+02 1.848104000091552734e-01 8.000000000000000000e+01
1.331515166760643467e+02 2.844378948211669922e-01 8.100000000000000000e+01
1.443757188466708214e+02 2.204536914825439453e+00 8.200000000000000000e+01
1.443757188466708214e+02 1.454266548156738281e+00 8.300000000000000000e+01
1.443757188466708214e+02 7.167597055435180664e+00 8.400000000000000000e+01
1.443757188466708214e+02 3.516209125518798828e-01 8.500000000000000000e+01
1.443757188466708214e+02 2.583174705505371094e-01 8.600000000000000000e+01
1.373102954551649475e+02 2.027528524398803711e+00 8.700000000000000000e+01
1.431865770479809612e+02 4.135791778564453125e+00 8.800000000000000000e+01
1.431865770479809612e+02 1.818954467773437500e+00 8.900000000000000000e+01
1.431865770479809612e+02 5.449395656585693359e+00 9.000000000000000000e+01
1.431865770479809612e+02 1.389784336090087891e+00 9.100000000000000000e+01
1.232485340775285607e+02 1.133916378021240234e-01 9.200000000000000000e+01
1.232485340775285607e+02 7.336530923843383789e+00 9.300000000000000000e+01
1.232485340775285607e+02 8.256435394287109375e-01 9.400000000000000000e+01
1.297537071360966934e+02 2.870455980300903320e+00 9.500000000000000000e+01
1.323355501763908251e+02 8.909144401550292969e+00 9.600000000000000000e+01
1.323355501763908251e+02 1.294168710708618164e+00 9.700000000000000000e+01
1.323355501763908251e+02 1.875777244567871094e-01 9.800000000000000000e+01
1.324814024859932715e+02 1.541256666183471680e+00 9.900000000000000000e+01
1.324814024859932715e+02 7.279284000396728516e-01 1.000000000000000000e+02
1.324814024859932715e+02 9.988765716552734375e-01 1.010000000000000000e+02
1.324814024859932715e+02 3.990592241287231445e+00 1.020000000000000000e+02
1.324814024859932715e+02 5.197985649108886719e+00 1.030000000000000000e+02
1.324814024859932715e+02 1.084780693054199219e-01 1.040000000000000000e+02
