2.500837872393533701e+01 4.623103380203247070e+00 1.000000000000000000e+00
2.500837872393533701e+01 2.015231370925903320e+00 2.000000000000000000e+00
9.003816007707735025e+01 1.697719097137451172e-01 3.000000000000000000e+00
1.689267472923644107e+02 5.530729293823242188e-01 4.000000000000000000e+00
1.689267472923644107e+02 2.100591182708740234e+00 5.000000000000000000e+00
1.689267472923644107e+02 4.751770496368408203e-01 6.000000000000000000e+00
1.689267472923644107e+02 2.489368915557861328e-01 7.000000000000000000e+00
1.689267472923644107e+02 1.461935043334960938e+00 8.000000000000000000e+00
1.689267472923644107e+02 2.117424011230468750e-01 9.000000000000000000e+00
1.689267472923644107e+02 2.706901311874389648e+00 1.000000000000000000e+01
1.689267472923644107e+02 3.689777851104736328e-01 1.100000000000000000e+01
1.857665615766703979e+02 2.957734107971191406e+00 1.200000000000000000e+01
1.857665615766703979e+02 1.601328849792480469e-01 1.300000000000000000e+01
1.857665615766703979e+02 1.564895868301391602e+00 1.400000000000000000e+01
1.857665615766703979e+02 6.413733959197998047e-01 1.500000000000000000e+01
1.857665615766703979e+02 4.670734405517578125e-01 1.600000000000000000e+01
1.857665615766703979e+02 2.697640657424926758e+00 1.700000000000000000e+01
1.857665615766703979e+02 1.917955875396728516e-01 1.800000000000000000e+01
1.857665615766703979e+02 3.696401119232177734e-01 1.900000000000000000e+01
1.857665615766703979e+02 1.970674991607666016e-01 2.000000000000000000e+01
1.857665615766703979e+02 4.452179908752441406e+00 2.100000000000000000e+01
1.857665615766703979e+02 1.155835413932800293e+01 2.200000000000000000e+01
1.857665615766703979e+02 1.024108648300170898e+00 2.300000000000000000e+01
1.883445642580974209e+02 1.231070995330810547e+00 2.400000000000000000e+01
1.883445642580974209e+02 1.146519184112548828e-01 2.500000000000000000e+01
1.883445642580974209e+02 1.797430515289306641e-01 2.600000000000000000e+01
1.883445642580974209e+02 2.374427318572998047e+00 2.700000000000000000e+01
1.883445642580974209e+02 1.039333820343017578e+01 2.800000000000000000e+01
1.883445642580974209e+02 1.243883848190307617e+00 2.900000000000000000e+01
1.883445642580974209e+02 3.893268108367919922e-01 3.000000000000000000e+01
1.883445642580974209e+02 3.918695449829101562e-01 3.100000000000000000e+01
1.883445642580974209e+02 1.444472551345825195e+00 3.200000000000000000e+01
1.868783533137884376e+02 5.405719280242919922e-01 3.300000000000000000e+01
1.868783533137884376e+02 1.267996311187744141e+00 3.400000000000000000e+01
1.868783533137884376e+02 6.087020158767700195e+00 3.500000000000000000e+01
1.868783533137884376e+02 3.411507606506347656e-01 3.600000000000000000e+01
1.868783533137884376e+02 2.003591060638427734e-01 3.700000000000000000e+01
1.868783533137884376e+02 2.811758518218994141e-01 3.800000000000000000e+01
1.868783533137884376e+02 1.787967205047607422e+00 3.900000000000000000e+01
1.868783533137884376e+02 5.545682907104492188e-01 4.000000000000000000e+01
1.868783533137884376e+02 2.475515365600585938e+00 4.100000000000000000e+01
1.868783533137884376e+02 2.861787557601928711e+00 4.200000000000000000e+01
1.868783533137884376e+02 1.670987606048583984e-01 4.300000000000000000e+01
1.868783533137884376e+02 1.637511253356933594e-01 4.400000000000000000e+01
1.868783533137884376e+02 2.865209579467773438e-01 4.500000000000000000e+01
1.868783533137884376e+02 1.806309700012207031e+00 4.600000000000000000e+01
1.868783533137884376e+02 5.199947357177734375e-01 4.700000000000000000e+01
1.868783533137884376e+02 2.124174356460571289e+00 4.800000000000000000e+01
1.868783533137884376e+02 1.691153049468994141e-01 4.900000000000000000e+01
1.868783533137884376e+02 1.752974987030029297e-01 5.000000000000000000e+01
