Configuration:
  batch_norm, Value: True
  batch_size, Value: 16
  global_avg_pooling, Value: False
  kernel_size, Value: 5
  lr_init, Value: 0.0010795916991677458
  n_conv_0, Value: 244
  n_conv_1, Value: 54
  n_conv_l, Value: 2
  n_fc_0, Value: 10
  n_fc_1, Value: 109
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 49
  global_avg_pooling, Value: False
  kernel_size, Value: 3
  lr_init, Value: 0.0026884936962917817
  n_conv_0, Value: 244
  n_conv_1, Value: 32
  n_conv_l, Value: 2
  n_fc_0, Value: 15
  n_fc_1, Value: 466
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 16
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.0010795916991677458
  n_conv_0, Value: 244
  n_conv_1, Value: 24
  n_conv_l, Value: 2
  n_fc_0, Value: 10
  n_fc_1, Value: 29
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 49
  global_avg_pooling, Value: False
  kernel_size, Value: 5
  lr_init, Value: 0.0010795916991677458
  n_conv_0, Value: 244
  n_conv_1, Value: 71
  n_conv_l, Value: 2
  n_fc_0, Value: 13
  n_fc_1, Value: 76
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.00017408468458327407
  n_conv_0, Value: 244
  n_conv_l, Value: 1
  n_fc_0, Value: 7
  n_fc_1, Value: 226
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 49
  global_avg_pooling, Value: False
  kernel_size, Value: 3
  lr_init, Value: 0.00043352091117769385
  n_conv_0, Value: 244
  n_conv_1, Value: 47
  n_conv_l, Value: 2
  n_fc_0, Value: 9
  n_fc_1, Value: 76
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: False
  kernel_size, Value: 3
  lr_init, Value: 0.0010795916991677458
  n_conv_0, Value: 244
  n_conv_1, Value: 32
  n_conv_l, Value: 2
  n_fc_0, Value: 13
  n_fc_1, Value: 76
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.0010795916991677458
  n_conv_0, Value: 244
  n_conv_l, Value: 1
  n_fc_0, Value: 13
  n_fc_1, Value: 76
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.00017408468458327407
  n_conv_0, Value: 244
  n_conv_l, Value: 1
  n_fc_0, Value: 5
  n_fc_1, Value: 226
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.00017408468458327407
  n_conv_0, Value: 244
  n_conv_1, Value: 32
  n_conv_l, Value: 2
  n_fc_0, Value: 7
  n_fc_1, Value: 131
  n_fc_l, Value: 2
Configuration:
  batch_norm, Value: True
  batch_size, Value: 2
  global_avg_pooling, Value: True
  kernel_size, Value: 3
  lr_init, Value: 0.00033893976575187344
  n_conv_0, Value: 69
  n_conv_l, Value: 1
  n_fc_0, Value: 19
  n_fc_1, Value: 3
  n_fc_l, Value: 2
