,hypervolume,walltime,evaluations
0,0.0,0.0,0.0
1,75.16847229003906,0.7128369808197021,1.0
2,76.67359924316406,2.4481990337371826,2.0
3,76.67359924316406,3.1080806255340576,3.0
4,76.67359924316406,5.89678692817688,4.0
5,86.52418518066406,6.965299367904663,5.0
6,86.52418518066406,10.667718887329102,6.0
7,86.52418518066406,20.513468027114868,7.0
8,92.95406341552734,21.66201639175415,8.0
9,92.95406341552734,25.95344853401184,9.0
10,92.95406341552734,26.765101671218872,10.0
11,92.95406341552734,31.145166158676147,11.0
12,92.95406341552734,33.223137617111206,12.0
13,92.95406341552734,43.28949427604675,13.0
14,94.75875854492188,45.017643213272095,14.0
15,96.3450927734375,54.17640423774719,15.0
16,134.58074951171875,58.2501175403595,16.0
17,134.58074951171875,66.77270460128784,17.0
18,135.81765747070312,68.13647174835205,18.0
19,135.81765747070312,77.92139744758606,19.0
20,135.81765747070312,79.56894111633301,20.0
21,140.56935119628906,82.95600605010986,21.0
22,140.56935119628906,88.23678994178772,22.0
23,140.56935119628906,90.76015043258667,23.0
24,140.56935119628906,94.39094543457031,24.0
25,140.56935119628906,104.59889125823975,25.0
26,140.56935119628906,112.60994148254395,26.0
27,140.56935119628906,118.46436882019043,27.0
28,143.3787841796875,123.71122241020203,28.0
29,143.3787841796875,131.96416783332825,29.0
30,159.27151489257812,135.51264786720276,30.0
31,159.27151489257812,143.37403440475464,31.0
32,159.27151489257812,145.08714389801025,32.0
33,159.27151489257812,152.060955286026,33.0
34,159.27151489257812,160.5532741546631,34.0
35,159.27151489257812,167.34030747413635,35.0
36,172.2329864501953,186.71712827682495,36.0
37,172.2329864501953,196.30112218856812,37.0
38,173.11392211914062,198.96724200248718,38.0
39,173.11392211914062,202.117609500885,39.0
40,181.3199462890625,209.10842633247375,40.0
41,181.341552734375,212.4515233039856,41.0
42,181.43865966796875,215.9125657081604,42.0
43,181.43865966796875,242.1471552848816,43.0
44,181.43865966796875,244.04008150100708,44.0
45,181.43865966796875,248.21163272857666,45.0
46,181.43865966796875,252.4017994403839,46.0
47,181.43865966796875,258.9700303077698,47.0
48,181.43865966796875,260.53967690467834,48.0
49,181.43865966796875,270.6929941177368,49.0
50,181.43865966796875,272.3028030395508,50.0
51,181.43865966796875,280.8679873943329,51.0
52,181.5342254638672,287.7069659233093,52.0
53,181.5342254638672,294.3671324253082,53.0
54,181.5342254638672,298.5164453983307,54.0
55,181.5342254638672,306.89091658592224,55.0
56,181.7642364501953,323.2603304386139,56.0
57,181.7642364501953,330.21737360954285,57.0
58,181.7642364501953,336.8124096393585,58.0
59,181.7642364501953,345.3693878650665,59.0
60,181.7642364501953,348.858380317688,60.0
61,181.7642364501953,351.1704034805298,61.0
62,181.7642364501953,353.65052556991577,62.0
63,181.7642364501953,362.87636137008667,63.0
64,182.97303771972656,369.15882873535156,64.0
65,182.97303771972656,377.68564438819885,65.0
66,182.97303771972656,381.3801255226135,66.0
67,182.97303771972656,390.638671875,67.0
68,182.97303771972656,392.68514037132263,68.0
69,182.97303771972656,407.44291400909424,69.0
70,182.97303771972656,414.73163414001465,70.0
71,182.97303771972656,420.9427797794342,71.0
72,183.26907348632812,425.0620274543762,72.0
73,183.26907348632812,435.21081614494324,73.0
74,183.28366088867188,437.76001381874084,74.0
75,183.28366088867188,444.2585940361023,75.0
76,183.2982177734375,451.1136260032654,76.0
77,187.4498748779297,460.6350176334381,77.0
78,187.64288330078125,462.5464344024658,78.0
79,187.64288330078125,469.01193261146545,79.0
80,187.64288330078125,471.38583183288574,80.0
81,187.64288330078125,478.3614218235016,81.0
82,187.67723083496094,497.2998113632202,82.0
83,187.67723083496094,499.43621730804443,83.0
84,187.67723083496094,501.34998321533203,84.0
85,187.67723083496094,502.35663771629333,85.0
86,187.67723083496094,507.7731177806854,86.0
87,187.67723083496094,517.4298620223999,87.0
88,187.67723083496094,524.2956733703613,88.0
89,187.67723083496094,535.0523381233215,89.0
90,187.67723083496094,536.8792948722839,90.0
91,187.67723083496094,538.3542640209198,91.0
92,187.67723083496094,542.4492559432983,92.0
93,187.67723083496094,550.4789485931396,93.0
94,187.67723083496094,552.6397032737732,94.0
95,187.9442138671875,556.6267914772034,95.0
96,187.9442138671875,563.4637048244476,96.0
97,187.9442138671875,572.6316728591919,97.0
98,187.9442138671875,576.6780188083649,98.0
99,187.9442138671875,601.4317035675049,99.0
100,187.9442138671875,607.8046214580536,100.0
101,187.9442138671875,611.771336555481,101.0
102,187.9442138671875,623.8011350631714,102.0
103,187.9442138671875,633.7318570613861,103.0
104,189.768310546875,651.6655645370483,104.0
105,189.768310546875,658.6707625389099,105.0
106,189.768310546875,669.5938265323639,106.0
107,189.768310546875,675.8779499530792,107.0
108,189.768310546875,683.0568492412567,108.0
109,189.768310546875,694.03071641922,109.0
110,189.768310546875,702.9556748867035,110.0
111,189.768310546875,777.8845047950745,111.0
112,189.995361328125,796.4926493167877,112.0
113,189.995361328125,807.3347775936127,113.0
114,189.995361328125,811.3690257072449,114.0
115,189.995361328125,820.4167778491974,115.0
116,190.04273986816406,824.6672375202179,116.0
117,190.04273986816406,831.0326638221741,117.0
118,190.04273986816406,841.9955554008484,118.0
119,190.04273986816406,853.5978846549988,119.0
120,190.04273986816406,859.6847326755524,120.0
121,190.04273986816406,863.4680786132812,121.0
122,190.04273986816406,882.516660451889,122.0
123,190.04273986816406,893.36536693573,123.0
124,190.10980224609375,900.0303022861481,124.0
125,190.10980224609375,909.2344408035278,125.0
126,190.10980224609375,915.3116891384125,126.0
127,190.10980224609375,924.3926141262054,127.0
128,190.10980224609375,930.0079569816589,128.0
129,190.10980224609375,948.8561680316925,129.0
130,190.10980224609375,958.1074452400208,130.0
131,190.10980224609375,970.8386917114258,131.0
132,190.10980224609375,979.0237901210785,132.0
133,190.10980224609375,995.2579004764557,133.0
134,191.4798583984375,1001.9755938053131,134.0
135,191.4798583984375,1011.8491244316101,135.0
136,191.7705535888672,1023.6433556079865,136.0
137,191.7705535888672,1029.4004681110382,137.0
138,191.7705535888672,1041.4120066165924,138.0
139,191.7705535888672,1057.6519479751587,139.0
140,192.32562255859375,1081.9673528671265,140.0
141,192.32562255859375,1087.3374917507172,141.0
142,192.32562255859375,1096.6180255413055,142.0
143,192.32562255859375,1101.8971428871155,143.0
144,192.32562255859375,1107.454551935196,144.0
145,192.32562255859375,1109.5099639892578,145.0
146,192.32562255859375,1114.7880382537842,146.0
147,192.32562255859375,1123.3380420207977,147.0
148,196.68258666992188,1135.027426481247,148.0
149,197.0225372314453,1148.9050059318542,149.0
150,197.0225372314453,1151.329609155655,150.0
151,197.0225372314453,1166.4714965820312,151.0
152,197.0225372314453,1169.3379120826721,152.0
153,197.0225372314453,1178.0772106647491,153.0
154,197.0225372314453,1184.560394525528,154.0
155,197.0225372314453,1191.4245495796204,155.0
156,197.0225372314453,1199.5377213954926,156.0
157,197.0225372314453,1202.287481546402,157.0
158,197.0225372314453,1207.6337351799011,158.0
159,197.0225372314453,1217.7273111343384,159.0
160,197.23333740234375,1226.9874098300934,160.0
161,197.23333740234375,1231.7450487613678,161.0
162,197.23333740234375,1237.0807583332062,162.0
163,197.23333740234375,1253.2548096179962,163.0
164,197.23333740234375,1258.7018911838531,164.0
165,197.23333740234375,1314.593780040741,165.0
166,197.23333740234375,1324.429856300354,166.0
167,197.23333740234375,1331.3279893398285,167.0
168,197.23333740234375,1336.691200017929,168.0
169,197.23333740234375,1339.6551072597504,169.0
170,197.23333740234375,1361.2944130897522,170.0
171,197.23333740234375,1367.771001815796,171.0
172,197.23333740234375,1374.7602307796478,172.0
173,197.23333740234375,1384.7584345340729,173.0
174,197.45303344726562,1388.3487555980682,174.0
175,197.45303344726562,1404.689037322998,175.0
176,197.45303344726562,1425.9561331272125,176.0
177,197.45303344726562,1432.883920431137,177.0
178,197.45303344726562,1436.5809047222137,178.0
179,197.51382446289062,1443.4630320072174,179.0
180,197.51382446289062,1449.2727274894714,180.0
181,197.51382446289062,1467.5295195579529,181.0
182,197.51382446289062,1489.822413444519,182.0
183,197.51382446289062,1499.7275381088257,183.0
184,197.51382446289062,1503.5150632858276,184.0
185,197.51382446289062,1515.1431682109833,185.0
186,197.51382446289062,1520.6334323883057,186.0
187,197.51382446289062,1536.9079132080078,187.0
188,197.51382446289062,1545.0887751579285,188.0
189,197.51382446289062,1563.9592995643616,189.0
190,197.51382446289062,1574.9347772598267,190.0
191,197.51382446289062,1586.2394354343414,191.0
192,197.51382446289062,1591.713057756424,192.0
193,197.51382446289062,1609.991500377655,193.0
194,197.51382446289062,1632.2296736240387,194.0
195,197.51382446289062,1642.3330249786377,195.0
196,197.51382446289062,1646.004977464676,196.0
197,197.51382446289062,1656.9794743061066,197.0
198,197.51382446289062,1662.5216579437256,198.0
199,197.51382446289062,1677.138843536377,199.0
200,197.51382446289062,1682.577811717987,200.0
201,197.51382446289062,1719.801058292389,201.0
202,197.51382446289062,1729.8324701786041,202.0
203,197.51382446289062,1736.111299753189,203.0
204,197.51382446289062,1741.5743565559387,204.0
205,197.51382446289062,1743.6388986110687,205.0
206,197.51382446289062,1746.4759278297424,206.0
207,197.51382446289062,1753.8708369731903,207.0
208,197.51382446289062,1774.0908372402191,208.0
209,197.51382446289062,1784.8352575302124,209.0
210,197.51382446289062,1796.6445457935333,210.0
211,197.51382446289062,1812.7932708263397,211.0
212,197.51382446289062,1820.8795852661133,212.0
213,197.51382446289062,1830.3061723709106,213.0
214,197.51382446289062,1837.2907502651215,214.0
215,197.51382446289062,1844.2224361896515,215.0
216,197.51382446289062,1849.7052812576294,216.0
217,197.51382446289062,1852.4458663463593,217.0
218,197.51382446289062,1858.0707144737244,218.0
219,197.51382446289062,1868.047013759613,219.0
220,197.51382446289062,1875.0562489032745,220.0
221,197.51712036132812,1885.9657711982727,221.0
222,197.51712036132812,1891.2286484241486,222.0
223,197.51712036132812,1893.3224177360535,223.0
224,197.51712036132812,1895.7737817764282,224.0
225,197.51712036132812,1933.0599427223206,225.0
226,197.51712036132812,1943.144603729248,226.0
227,197.51712036132812,1949.8196392059326,227.0
228,197.51712036132812,1952.5189545154572,228.0
229,197.51712036132812,1960.0650796890259,229.0
230,197.51712036132812,1962.7078630924225,230.0
231,197.51712036132812,2000.178405046463,231.0
232,197.51712036132812,2003.2289209365845,232.0
233,197.51712036132812,2006.2636387348175,233.0
234,197.51712036132812,2008.457287311554,234.0
235,197.51712036132812,2026.6612215042114,235.0
236,197.51712036132812,2032.1332013607025,236.0
237,197.51712036132812,2069.8028602600098,237.0
238,197.51712036132812,2073.0843403339386,238.0
239,197.51712036132812,2080.0111672878265,239.0
240,197.51712036132812,2082.464956998825,240.0
241,197.51712036132812,2100.7552247047424,241.0
242,197.51712036132812,2105.6931624412537,242.0
243,197.51712036132812,2155.5571839809418,243.0
244,197.51712036132812,2159.404307603836,244.0
245,197.51712036132812,2169.46839594841,245.0
246,197.51712036132812,2174.98104429245,246.0
247,197.51712036132812,2193.3049459457397,247.0
248,197.51712036132812,2197.278473854065,248.0
249,197.51712036132812,2206.7917923927307,249.0
250,197.51712036132812,2216.7858967781067,250.0
251,197.51712036132812,2223.685928106308,251.0
252,197.51712036132812,2226.436920642853,252.0
253,197.51712036132812,2244.2633368968964,253.0
254,197.51712036132812,2249.0370132923126,254.0
255,197.51712036132812,2258.889563560486,255.0
256,197.51712036132812,2265.717291355133,256.0
257,197.51712036132812,2275.6458983421326,257.0
258,197.51712036132812,2296.0762465000153,258.0
259,197.51712036132812,2312.3553693294525,259.0
260,197.51712036132812,2317.8434092998505,260.0
261,197.51712036132812,2321.9256422519684,261.0
262,197.51712036132812,2327.059294939041,262.0
263,197.57000732421875,2334.659059047699,263.0
264,197.57000732421875,2350.720128297806,264.0
265,197.57000732421875,2365.1420335769653,265.0
266,197.57000732421875,2370.193359851837,266.0
267,197.865234375,2403.3772134780884,267.0
268,197.865234375,2410.2388570308685,268.0
269,197.865234375,2429.021050453186,269.0
270,198.21453857421875,2433.051288127899,270.0
271,198.21453857421875,2449.2785856723785,271.0
272,198.21453857421875,2453.3884348869324,272.0
273,198.21453857421875,2509.7721161842346,273.0
274,198.21453857421875,2517.919762611389,274.0
275,198.21453857421875,2520.1292736530304,275.0
276,198.21453857421875,2531.3222699165344,276.0
277,198.24066162109375,2534.026355981827,277.0
278,198.24066162109375,2538.0814893245697,278.0
279,198.24066162109375,2594.5019629001617,279.0
280,198.24066162109375,2619.578418493271,280.0
281,198.24066162109375,2637.6619980335236,281.0
282,198.24066162109375,2640.425140619278,282.0
283,198.24066162109375,2662.4251103401184,283.0
284,198.24066162109375,2666.5614523887634,284.0
285,198.48410034179688,2672.993326663971,285.0
286,198.48410034179688,2690.349068880081,286.0
287,198.48410034179688,2696.332900285721,287.0
288,198.48410034179688,2701.7880618572235,288.0
289,198.48410034179688,2717.8603734970093,289.0
290,198.48410034179688,2728.4266345500946,290.0
291,198.48410034179688,2747.1874327659607,291.0
292,198.48410034179688,2753.8688883781433,292.0
293,198.48410034179688,2756.9618923664093,293.0
294,198.48410034179688,2760.8596704006195,294.0
295,198.48410034179688,2776.754159450531,295.0
296,198.48410034179688,2779.603466272354,296.0
297,198.48410034179688,2846.3400831222534,297.0
298,198.48410034179688,2864.865582704544,298.0
299,198.48410034179688,2870.0704872608185,299.0
300,198.48410034179688,2886.2986912727356,300.0
301,198.48410034179688,2902.2211017608643,301.0
302,198.48410034179688,2908.217144012451,302.0
303,200.21478271484375,2926.9193189144135,303.0
304,200.21478271484375,2932.978284597397,304.0
305,200.21478271484375,2956.7255659103394,305.0
306,200.21478271484375,2962.3613789081573,306.0
307,200.21478271484375,2978.403289079666,307.0
308,200.21478271484375,2987.3629376888275,308.0
309,200.21478271484375,2994.373867750168,309.0
310,200.21478271484375,3013.2479259967804,310.0
311,200.21478271484375,3024.2396564483643,311.0
312,200.21478271484375,3035.4736328125,312.0
313,200.21478271484375,3051.500019311905,313.0
314,200.21478271484375,3056.880226612091,314.0
315,200.21478271484375,3107.277614593506,315.0
316,200.21478271484375,3114.2109475135803,316.0
317,200.21478271484375,3125.8088824748993,317.0
318,200.83758544921875,3136.766538143158,318.0
319,200.83758544921875,3155.1959221363068,319.0
320,200.83758544921875,3172.8198239803314,320.0
321,200.83758544921875,3210.237253665924,321.0
322,200.83758544921875,3221.8436176776886,322.0
323,200.83758544921875,3228.2506427764893,323.0
324,200.83758544921875,3232.4098341464996,324.0
325,200.83758544921875,3242.1689805984497,325.0
326,200.83758544921875,3249.2895629405975,326.0
327,200.83758544921875,3261.417597055435,327.0
328,200.83758544921875,3266.6675972938538,328.0
329,200.83758544921875,3285.7325797080994,329.0
330,200.83758544921875,3291.402764558792,330.0
331,200.83758544921875,3302.619938135147,331.0
332,200.83758544921875,3307.531635284424,332.0
333,200.83758544921875,3314.0438351631165,333.0
334,200.83758544921875,3331.12606549263,334.0
335,200.83758544921875,3337.2991671562195,335.0
336,201.42367553710938,3342.6432950496674,336.0
337,201.42367553710938,3355.1585083007812,337.0
338,201.42367553710938,3362.591150045395,338.0
339,201.96942138671875,3395.6110990047455,339.0
340,201.96942138671875,3402.457907438278,340.0
341,201.96942138671875,3407.196652650833,341.0
342,201.96942138671875,3414.585907459259,342.0
343,201.96942138671875,3425.4798245429993,343.0
344,201.96942138671875,3429.1622772216797,344.0
345,201.96942138671875,3440.2609066963196,345.0
346,201.96942138671875,3455.677843093872,346.0
347,201.96942138671875,3462.139073371887,347.0
348,202.00701904296875,3467.7834317684174,348.0
349,202.00701904296875,3478.670648097992,349.0
350,202.43621826171875,3484.77237534523,350.0
351,202.43621826171875,3509.250986814499,351.0
352,202.43621826171875,3534.012800216675,352.0
353,202.43621826171875,3545.733268737793,353.0
354,202.43621826171875,3551.2432565689087,354.0
355,202.43621826171875,3560.9569256305695,355.0
356,202.43621826171875,3565.67262673378,356.0
357,202.49884033203125,3580.932062149048,357.0
358,202.49884033203125,3601.2011201381683,358.0
359,202.49884033203125,3635.8512268066406,359.0
360,202.49884033203125,3639.888769865036,360.0
361,202.49884033203125,3651.0841896533966,361.0
362,202.49884033203125,3655.401041030884,362.0
363,202.49884033203125,3672.52108502388,363.0
364,202.5548095703125,3710.2665827274323,364.0
365,202.5548095703125,3724.8220341205597,365.0
366,202.5548095703125,3729.994717359543,366.0
367,202.5548095703125,3740.5251882076263,367.0
368,202.5548095703125,3745.2165853977203,368.0
369,202.5548095703125,3770.081963300705,369.0
370,202.5548095703125,3804.4926879405975,370.0
371,202.5548095703125,3829.125899553299,371.0
372,202.5548095703125,3834.783212661743,372.0
373,202.5548095703125,3845.8846549987793,373.0
374,202.5548095703125,3853.3595085144043,374.0
375,203.5654296875,3887.323122739792,375.0
376,203.5654296875,3906.294157743454,376.0
377,203.5654296875,3923.8681466579437,377.0
378,203.5654296875,3928.2680270671844,378.0
379,203.5654296875,3939.1436631679535,379.0
380,203.5654296875,3944.646051645279,380.0
381,203.5654296875,3969.9100596904755,381.0
382,203.5654296875,3986.5855855941772,382.0
383,203.5654296875,4011.6414411067963,383.0
384,203.5654296875,4014.5511498451233,384.0
385,203.5654296875,4025.422580242157,385.0
386,203.583740234375,4030.691328525543,386.0
387,203.583740234375,4042.0456733703613,387.0
388,203.583740234375,4060.7900409698486,388.0
389,203.583740234375,4080.973682641983,389.0
390,203.583740234375,4088.3029017448425,390.0
391,203.583740234375,4092.766494512558,391.0
392,203.583740234375,4097.20116019249,392.0
393,203.583740234375,4122.296266555786,393.0
